-5.722045898437500000e-05	9.843750000000000000e-01	1.000000000000000000e+00	-1.716613769531250000e-04	7.695312500000000000e-01	9.101562500000000000e-01	1.000000000000000000e+00	9.921875000000000000e-01
1.000000000000000000e+00	7.890625000000000000e-01	9.765625000000000000e-01	-2.298355102539062500e-04	4.472656250000000000e-01	-3.838539123535156250e-05	1.000000000000000000e+00	1.000000000000000000e+00
9.804687500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.882812500000000000e-01	7.890625000000000000e-01
1.000000000000000000e+00	5.302429199218750000e-04	-7.200241088867187500e-05	1.416015625000000000e-02	1.000000000000000000e+00	9.531250000000000000e-01	5.156250000000000000e-01	-2.229213714599609375e-05
8.593750000000000000e-01	-4.649162292480468750e-05	-1.468658447265625000e-04	9.765625000000000000e-01	1.000000000000000000e+00	5.859375000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00
1.281738281250000000e-03	9.101562500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	4.003906250000000000e-02	6.640625000000000000e-01	1.000000000000000000e+00
1.000000000000000000e+00	7.617187500000000000e-01	1.000000000000000000e+00	2.734375000000000000e-01	4.980468750000000000e-01	1.000000000000000000e+00	9.023437500000000000e-01	7.695312500000000000e-01
7.578125000000000000e-01	1.000000000000000000e+00	5.820312500000000000e-01	9.960937500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	8.085937500000000000e-01	9.179687500000000000e-01
9.609375000000000000e-01	9.570312500000000000e-01	9.375000000000000000e-01	1.000000000000000000e+00	8.867187500000000000e-01	8.125000000000000000e-01	8.515625000000000000e-01	9.531250000000000000e-01
1.000000000000000000e+00	9.375000000000000000e-01	1.000000000000000000e+00	9.687500000000000000e-01	6.875000000000000000e-01	9.296875000000000000e-01	9.882812500000000000e-01	9.804687500000000000e-01
9.726562500000000000e-01	9.140625000000000000e-01	1.000000000000000000e+00	7.773437500000000000e-01	1.000000000000000000e+00	8.593750000000000000e-01	9.921875000000000000e-01	1.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.726562500000000000e-01	9.921875000000000000e-01	1.000000000000000000e+00	9.531250000000000000e-01
