4.730224609375000000e-03	-5.340576171875000000e-04	-1.597404479980468750e-05	8.906250000000000000e-01	-7.152557373046875000e-05	-1.206398010253906250e-04	-5.793571472167968750e-05	8.046875000000000000e-01	-1.544952392578125000e-04	3.409385681152343750e-05	1.102685928344726562e-05	4.453125000000000000e-01	4.726562500000000000e-01	9.531250000000000000e-01	7.390975952148437500e-05	9.140625000000000000e-01	2.467632293701171875e-05	6.628036499023437500e-05	-1.153945922851562500e-04	6.250000000000000000e-01	-1.037597656250000000e-03	2.675781250000000000e-01	-7.677078247070312500e-05	8.392333984375000000e-05	9.335937500000000000e-01	7.148437500000000000e-01	-3.218650817871093750e-05	6.796875000000000000e-01	3.890991210937500000e-04	9.921875000000000000e-01	-1.066923141479492188e-05	-1.645088195800781250e-05
5.786132812500000000e-02	8.789062500000000000e-01	7.553100585937500000e-04	9.843750000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.155273437500000000e-03	6.943941116333007812e-06	8.476562500000000000e-01	1.096725463867187500e-04	-2.222061157226562500e-04	1.000000000000000000e+00	9.960937500000000000e-01	6.679687500000000000e-01	1.000000000000000000e+00	8.164062500000000000e-01	9.218750000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	5.039062500000000000e-01	5.312500000000000000e-01	9.882812500000000000e-01	1.845703125000000000e-01	4.506111145019531250e-05	8.867187500000000000e-01	5.455017089843750000e-04	7.247924804687500000e-05	1.000000000000000000e+00	5.429687500000000000e-01	9.062500000000000000e-01	-8.392333984375000000e-05	8.984375000000000000e-01
-2.059936523437500000e-04	1.000000000000000000e+00	8.940696716308593750e-06	-6.151199340820312500e-05	-6.818771362304687500e-05	-1.358985900878906250e-05	1.724243164062500000e-03	-7.295608520507812500e-05	-2.307891845703125000e-04	-6.866455078125000000e-05	-2.107620239257812500e-04	1.697540283203125000e-04	-5.173683166503906250e-05	-2.205371856689453125e-05	-3.790855407714843750e-05	-9.536743164062500000e-05	-6.437301635742187500e-05	-1.325607299804687500e-04	-1.196861267089843750e-04	-1.592636108398437500e-04	-2.574920654296875000e-04	-2.012252807617187500e-04	1.396484375000000000e-01	5.340576171875000000e-03	3.933906555175781250e-05	1.430511474609375000e-05	1.000000000000000000e+00	-1.373291015625000000e-04	-1.537799835205078125e-05	7.773437500000000000e-01	3.339843750000000000e-01	-7.534027099609375000e-05
9.804687500000000000e-01	-7.724761962890625000e-05	-1.249313354492187500e-04	-1.630783081054687500e-04	-7.629394531250000000e-05	-8.201599121093750000e-05	9.257812500000000000e-01	3.457031250000000000e-01	1.000000000000000000e+00	-1.430511474609375000e-04	-1.373291015625000000e-04	1.564025878906250000e-04	3.600120544433593750e-05	-2.682209014892578125e-05	-6.246566772460937500e-05	-1.158714294433593750e-04	-1.258850097656250000e-04	8.085937500000000000e-01	-2.384185791015625000e-04	-8.392333984375000000e-05	7.301568984985351562e-06	1.000000000000000000e+00	-4.076957702636718750e-05	2.551269531250000000e-02	5.334615707397460938e-06	5.429687500000000000e-01	1.000000000000000000e+00	-6.866455078125000000e-05	7.929687500000000000e-01	-5.936622619628906250e-05	1.115798950195312500e-04	9.726562500000000000e-01
3.280639648437500000e-03	1.000000000000000000e+00	9.375000000000000000e-01	2.300739288330078125e-05	-1.403808593750000000e-03	1.000000000000000000e+00	-2.117156982421875000e-04	-1.358032226562500000e-03	1.704692840576171875e-05	-1.001358032226562500e-04	-1.497268676757812500e-04	-4.043579101562500000e-04	1.000000000000000000e+00	2.975463867187500000e-03	4.291534423828125000e-04	-9.632110595703125000e-05	9.346008300781250000e-05	-4.148483276367187500e-05	3.671646118164062500e-05	4.339218139648437500e-05	-1.277923583984375000e-04	-1.198053359985351562e-05	7.677078247070312500e-05	-2.317428588867187500e-04	-1.139938831329345703e-06	-1.449584960937500000e-04	-1.735687255859375000e-04	-8.869171142578125000e-05	-2.374649047851562500e-04	-6.580352783203125000e-05	2.231597900390625000e-04	-1.692771911621093750e-05
5.585937500000000000e-01	7.578125000000000000e-01	1.000000000000000000e+00	-1.239776611328125000e-04	-1.091957092285156250e-04	1.317262649536132812e-05	5.073547363281250000e-04	7.265625000000000000e-01	-1.983642578125000000e-04	-1.525878906250000000e-04	2.038478851318359375e-05	-1.592636108398437500e-04	-1.201629638671875000e-04	8.964538574218750000e-05	-5.960464477539062500e-05	8.710937500000000000e-01	2.307891845703125000e-04	8.789062500000000000e-01	-2.126693725585937500e-04	-1.640319824218750000e-04	4.628906250000000000e-01	9.492187500000000000e-01	-5.173683166503906250e-05	1.000000000000000000e+00	3.838539123535156250e-05	-9.489059448242187500e-05	-1.554489135742187500e-04	-1.233816146850585938e-05	-9.298324584960937500e-05	8.242187500000000000e-01	4.553794860839843750e-05	1.000000000000000000e+00
1.088867187500000000e-01	3.457031250000000000e-01	9.726562500000000000e-01	-1.630783081054687500e-04	2.822875976562500000e-04	1.364946365356445312e-05	1.000000000000000000e+00	1.000000000000000000e+00	-1.697540283203125000e-04	9.804687500000000000e-01	-7.063150405883789062e-06	-1.516342163085937500e-04	7.851562500000000000e-01	1.000000000000000000e+00	-1.363754272460937500e-04	2.480468750000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.625061035156250000e-03	-1.583099365234375000e-04	9.609375000000000000e-01	8.320312500000000000e-01	-1.847743988037109375e-05	-8.344650268554687500e-05	-7.724761962890625000e-05	8.085937500000000000e-01	-1.258850097656250000e-04	-3.986358642578125000e-04	-2.360343933105468750e-05	-2.670288085937500000e-04	1.000000000000000000e+00	-8.285045623779296875e-06
1.000000000000000000e+00	1.000000000000000000e+00	-3.261566162109375000e-04	-1.525878906250000000e-04	8.242187500000000000e-01	-9.059906005859375000e-05	1.000000000000000000e+00	5.834960937500000000e-02	9.417533874511718750e-06	2.470703125000000000e-01	1.000000000000000000e+00	-9.632110595703125000e-05	1.000000000000000000e+00	6.445312500000000000e-02	6.796875000000000000e-01	1.572265625000000000e-01	-2.298355102539062500e-04	8.881092071533203125e-06	3.719329833984375000e-05	-4.029273986816406250e-05	-1.373291015625000000e-04	7.031250000000000000e-01	9.453125000000000000e-01	-3.361701965332031250e-05	-3.070831298828125000e-04	7.226562500000000000e-01	-1.907348632812500000e-04	-1.688003540039062500e-04	1.000000000000000000e+00	6.103515625000000000e-03	-2.419948577880859375e-05	1.000000000000000000e+00
1.386718750000000000e-01	2.491474151611328125e-05	-6.818771362304687500e-05	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	3.378906250000000000e-01	8.945312500000000000e-01	3.554687500000000000e-01	9.765625000000000000e-01	3.265380859375000000e-03	7.390975952148437500e-05	5.632638931274414062e-06	3.933906555175781250e-05	2.689361572265625000e-04	-2.784729003906250000e-04	1.640319824218750000e-04	-3.433227539062500000e-05	-1.945495605468750000e-04	-1.201406121253967285e-07	-5.674362182617187500e-05	4.005432128906250000e-04	1.000000000000000000e+00	6.367187500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.960937500000000000e-01	2.384185791015625000e-05	4.433593750000000000e-01	1.072883605957031250e-04	-1.680850982666015625e-05	9.687500000000000000e-01
4.257812500000000000e-01	7.890625000000000000e-01	6.109476089477539062e-06	4.726562500000000000e-01	1.635742187500000000e-02	8.881784197001252323e-13	-3.552436828613281250e-05	-7.104873657226562500e-05	1.000000000000000000e+00	7.500000000000000000e-01	1.296997070312500000e-03	7.500000000000000000e-01	9.062500000000000000e-01	5.156250000000000000e-01	-1.811981201171875000e-04	1.337890625000000000e-01	1.468658447265625000e-04	6.953125000000000000e-01	9.648437500000000000e-01	7.514953613281250000e-04	1.688003540039062500e-04	-1.602172851562500000e-04	2.412796020507812500e-04	1.000000000000000000e+00	-1.745223999023437500e-04	1.000000000000000000e+00	2.241134643554687500e-04	3.063964843750000000e-02	1.630859375000000000e-01	2.746582031250000000e-04	1.000000000000000000e+00	6.152343750000000000e-02
